,l1,l2,l3,s1,s2,s3
979,0,0,0,0,0,0
980,1,1,0,2,2,0
981,0,0,0,0,1,0
982,0,0,0,0,1,0
983,1,0,0,3,1,0
984,1,0,0,0,1,0
985,0,2,0,0,1,0
986,0,0,0,2,0,0
987,0,0,0,5,2,0
988,0,0,0,3,0,0
989,0,0,0,2,0,0
990,1,0,0,1,3,0
991,0,1,0,0,1,0
992,1,0,0,0,0,0
993,0,1,0,1,0,0
994,0,1,0,0,0,0
995,1,3,0,1,0,0
996,0,1,0,1,-1,0
997,0,0,0,3,1,0
998,1,0,0,1,3,0
999,0,0,0,0,1,0
