,l1,l2,l3,s1,s2,s3
0,0.0,0.0,1.0,0.5384615384615384,0.5,0
1,0.0,0.0,1.0,0.42857142857142855,0.6666666666666666,0
2,0.0,0.0,1.0,0.375,0.7,0
3,0.0,0.0,0.0,0.4444444444444444,0.75,0
4,0.0,0.0,0.0,0.7777777777777778,0.5,0
5,0.0,0.0,0.0,0.6153846153846154,0.6363636363636364,0
6,0.0,0.0,1.0,0.38461538461538464,1.0,0
7,0.0,0.0,0.0,0.375,0.6,0
8,0.0,0.0,0.0,0.5,0.5,0
9,0.0,0.0,1.0,0.5294117647058824,0.3333333333333333,0
10,0.0,0.0,0.0,0.631578947368421,0.5714285714285714,0
11,0.0,0.0,0.0,0.46153846153846156,0.8,0
12,0.0,0.0,0.0,0.5714285714285714,0.5,0
13,1.0,0.0,0.0,0.5454545454545454,0.5,0
14,0.0,0.0,0.0,0.7,1.0,0
15,0.0,0.0,0.0,0.7142857142857143,0.8571428571428571,0
16,0.0,0.0,0.0,0.6111111111111112,0.35714285714285715,0
17,0.0,0.0,0.0,0.5555555555555556,0.5,0
18,1.0,0.0,0.0,0.5833333333333334,0.75,0
19,0.0,0.0,0.0,0.26666666666666666,0.6,0
20,0.0,0.0,1.0,0.7692307692307693,0.8,0
21,0.0,0.0,0.0,0.631578947368421,1.0,0
22,0.0,0.0,0.0,0.4166666666666667,0.5555555555555556,0
23,0.0,0.0,0.0,0.6,0.3333333333333333,0
24,0.0,0.0,0.0,0.5833333333333334,0.5,0
25,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0
26,0.0,0.0,0.0,0.3333333333333333,0.0,0
27,0.0,0.0,0.0,0.42857142857142855,0.6666666666666666,0
28,0.0,0.0,0.0,0.7777777777777778,0.5555555555555556,0
29,0.0,0.0,0.0,0.6875,0.75,0
30,0.0,0.0,0.0,0.375,0.75,0
31,0.6666666666666666,0.0,0.0,0.0,0.5,0
32,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,0
33,0.0,0.0,1.0,0.5454545454545454,0.5,0
34,0.0,0.0,0.0,0.8,0.75,0
35,0.0,0.0,0.0,0.2,0.6666666666666666,0
36,0.0,0.0,0.0,0.75,0.5,0
37,0.0,0.0,0.0,0.6,0.6666666666666666,0
38,0.0,0.0,0.0,0.6,0.0,0
39,0.0,0.0,0.0,0.7,0.5,0
40,0.0,0.0,0.0,0.5833333333333334,0.4,0
41,0.0,0.0,0.0,0.5,1.0,0
42,0.0,0.0,0.0,0.5,0.0,0
43,0.0,0.0,0.0,0.375,0.8,0
44,0.0,0.0,0.0,0.75,0.4,0
45,0.0,0.0,0.0,0.7777777777777778,0.6666666666666666,0
46,0.0,0.0,0.0,0.3333333333333333,0.8,0
47,0.0,0.0,0.0,0.6153846153846154,0.5,0
48,0.0,0.0,0.0,0.42857142857142855,0.6666666666666666,0
49,0.0,0.0,0.0,0.6153846153846154,0.5,0
50,0.0,0.0,0.0,0.5,1.0,0
51,0.0,0.0,0.0,0.18181818181818182,1.0,0
52,0.0,0.0,0.0,0.5238095238095238,0.6666666666666666,0
53,0.0,0.0,1.0,0.625,1.0,0
54,0.0,0.0,0.0,0.5,0.5,0
55,0.0,0.0,0.0,0.23076923076923078,0.6666666666666666,0
56,0.0,0.0,0.0,0.5,0.2222222222222222,0
57,0.0,0.0,0.0,0.3888888888888889,1.0,0
58,0.0,0.0,1.0,0.47058823529411764,0.2857142857142857,0
59,0.0,0.0,0.0,0.5,0.5,0
60,0.0,0.0,0.0,0.5714285714285714,1.0,0
61,0.0,0.0,0.0,0.4166666666666667,0.8333333333333334,0
62,0.0,0.0,0.0,0.6428571428571429,1.0,0
63,0.0,0.0,0.0,0.5,1.0,0
64,0.0,0.0,0.0,0.4444444444444444,0.75,0
65,0.0,0.0,0.0,0.5625,0.5,0
66,0.0,0.0,0.0,0.47058823529411764,0.5,0
67,1.0,0.0,0.0,0.375,0.5,0
68,0.0,0.0,0.0,0.5555555555555556,0.3333333333333333,0
69,0.0,0.0,0.0,0.42857142857142855,0.6666666666666666,0
70,0.0,0.0,0.0,0.6666666666666666,0.0,0
71,0.0,0.0,0.0,0.6470588235294118,0.0,0
72,0.0,0.0,1.0,0.75,0.8,0
73,0.0,0.0,0.0,0.5555555555555556,0.6363636363636364,0
74,0.0,0.0,0.0,0.3076923076923077,0.5,0
75,0.0,0.0,0.0,0.5,0.75,0
76,0.0,0.0,1.0,0.14285714285714285,0.6666666666666666,0
77,1.0,0.0,0.0,0.7272727272727273,0.5,0
78,1.0,0.0,0.0,0.75,0.6666666666666666,0
79,0.0,0.0,0.0,0.5,0.8571428571428571,0
80,0.0,0.0,0.0,0.625,1.0,0
