,法学部,経済学部,A群（思想文化）,B群（歴史文化_日本史学）,C群（歴史文化_東洋史学）,D群（歴史文化_西洋史学）,E群（歴史文化_考古学）,F群（歴史文化_美術史学）,G群（言語文化）,H群（心理学）,I群（社会心理学）,J群（社会学）,基礎教育学,比較教育社会学,教育実践・政策学,教育心理学,身体教育学,薬学部,医学,健康総合科学,超域文化科学,地域文化研究,総合社会科学,数理自然科学,物質基礎科学,統合生命科学,認知行動科学,Ａ 群,Ｂ 群,教養学科国際日本研究コース,学際科学科国際環境学コース,生命化学・工学,応用生物学,森林生物科学,水圏生物科学,動物生命システム科学,生物素材化学,緑地環境学,森林環境資源科学,木質構造科学,生物・環境工学,農業・資源経済学,フィールド科学,国際開発農学,獣医学課程獣医学,社会基盤学Ａ（設計・技術戦略）,社会基盤学Ｂ（政策・計画）社会基盤学Ｃ,社会基盤学Ｃ（国際プロジェクト）,建築学,都市環境工学（環境共生・国際公共衛生・水・環境ﾊﾞｲｵ）,都市計画（都市と地域の分析・計画・ﾃﾞｻﾞｲﾝ）,機械工学A（ﾃﾞｻﾞｲﾝ・ｴﾈﾙｷﾞｰ・ﾀﾞｲﾅﾐｸｽ）,機械工学B,航空宇宙学,精密工学,電子情報工学,電気電子工学,応用物理・物理工学,計数工学・数理/ｼｽﾃﾑ情報,マテリアル工学A,マテリアル工学B,マテリアル工学C (ﾅﾉ・機能ﾏﾃﾘｱﾙ）,応用化学,化学システム工学,化学生命工学,システム創成A,システム創成B,システム創成C,数学,情報科学,物理学,天文学,地球惑星物理学,地球惑星環境学,化学,生物化学,生物情報科学,生物学
0,8581.648898345886,7245.727998321924,1222.4424151135945,384.13807065544586,530.1605075355117,569.4342400236144,311.5476867656698,409.02114229627875,1655.9152493071135,478.7142633382365,467.3708756295262,1200.3079788719149,300.12541524075846,387.42873107687353,613.4490626171391,550.6261088006017,348.24957421122923,2200.940469325546,2652.311101445018,584.3666108224326,969.2937257896122,671.8735509900106,796.9132334163984,158.88904919101714,625.8792525894607,689.5047304548013,167.91353610061182,371.0415469869854,311.3556239984691,150.05464224353514,140.0142275717836,1492.5812076371126,339.306879862809,0.0,456.1212196602433,251.0297325778427,455.89288615291684,169.29718302034817,280.7216293439235,234.87091649283215,289.8577620297122,1017.6865586811441,240.52201429035756,632.0593958364176,406.97815242547944,527.4945044567268,441.4978423717618,243.0003177350789,1125.3548278882533,463.21313163316955,774.0955732497367,2301.3940070888902,1008.1619969040022,1316.6926641411033,1096.9770309241592,1740.5485311217624,1632.6784222208435,1387.8527753539795,1593.109524414262,763.3559097760408,1104.8809373051895,743.2978495765906,449.6405145279406,739.5131611262485,1027.2640873627017,902.6982590093602,871.5420110006435,1063.970200624339,1012.2365094367201,776.8255979542209,1595.3605447391258,304.14167945820424,777.4860945981013,443.3767302380952,991.8924845101533,458.27489611658007,396.87861417382135,732.6517484245687
1,9117.563826554084,6390.705681135658,1299.1131398716534,388.1361906134134,460.42087163624166,477.1364811949345,285.15551182411934,598.9188026416075,1780.2459008224243,476.97904542710984,472.88200077701015,1242.8482631636134,297.2269408594942,394.8131916158976,595.1546593888116,563.561479377132,484.2624410938787,1323.788795718186,2722.682675038766,505.6709910587429,974.9726750631227,761.240726308143,763.6529326597762,158.26002077487865,605.5997240342246,676.1269876445346,153.99456847455826,393.5586779132075,318.8190665706368,227.3294360036141,70.746783458337,1801.209141064494,496.5527665819889,137.52075551667443,465.813646629087,259.07533270334545,456.96141096504624,155.68695543453765,766.5846152594235,249.02170233313097,352.39868795598545,1001.5524290124758,226.3552771103042,629.6347692087304,587.5082448971298,505.3823217486954,459.7865543770354,236.15698982492196,1157.9398061947911,475.86478471616465,765.8572202222797,2352.510920287509,999.4907923913106,1279.6680774897975,1086.9414182870632,1746.6117853491842,1592.2859084026027,1399.240889600506,1558.7201841926353,760.7341679677353,1193.1581775677043,771.9736527238354,1148.657139484254,1212.107736871356,765.9856510456277,682.200428851741,852.5886708822144,1113.083325283582,986.9829983229846,783.9254988663125,1529.7613942794492,303.6010081679706,770.3574956992909,462.3664019086988,1016.5989283709102,469.38166609036375,394.2284876877992,757.4574389669527
2,9250.554002705469,6291.592048749273,1589.465854136809,380.41213660775037,473.3593176358774,680.6423893141783,297.9400541901226,651.661486261447,1924.5085124466202,483.9473352981801,459.41426881093844,1223.70125219041,288.84401297634975,378.6611970402084,613.8571753889217,567.2888226597879,366.32784201658706,1925.708156695658,2655.7298133532654,510.65390410745266,962.1753232678774,831.8883724157481,775.8346845878375,174.14368220641234,620.8864204001045,673.0271948359056,163.11159126253636,400.2838765339953,313.7050874789021,0.0,141.85391007463718,1423.1265252529029,503.1822111175432,69.13579108692346,446.65359642586276,248.69826108920108,448.0278386878507,161.6797710712111,829.1583013516079,246.33095359363494,359.9404640787558,992.0286437304322,227.90360274291544,619.6637071064454,587.135364471782,513.0683868361283,443.4713402234014,225.83084459814586,1163.5611697256645,482.68552878259953,750.1788392130002,2303.219641713909,998.0291365539084,1331.5393049590436,1099.7995267967995,1730.3247123164288,1626.0497540205351,1395.2226877513576,1614.7922995517495,540.6714791250841,1215.578012336664,763.0649468374153,711.0084241164365,668.06277588854,700.1567138134913,763.7896284853254,856.141347321337,1096.7463539410032,986.2217220262756,789.8695879849653,1543.1072866509455,306.55791503065836,784.3668851643855,476.97819344077095,1016.86789968626,471.67715036247796,399.21529021103015,776.8318062766375
3,9272.92085157446,7433.606017969583,1074.8575409103187,395.44288423662977,449.9075255036113,487.5455544954297,423.6876126119246,508.962313929948,1750.5764051562942,483.19819259087745,475.72654920914556,1266.537509669707,458.5959155184497,406.54102259998126,590.320412193832,555.8138490692668,296.4694135160589,1839.503287812066,2708.4351247188038,883.247643202304,947.2907202119602,454.46351708431905,780.7174573711734,161.9976015194244,593.9764083300399,663.8422867317245,168.29559524673184,394.1065481829546,315.7192061659238,151.2159440039212,208.01280760968837,1624.8549952831293,285.25973983756785,133.532381904599,450.6344562581415,240.68509655380092,455.21107652448836,164.61832465186063,633.9283447576727,237.5510980939579,420.26288333431626,992.1991513468946,226.10170556611175,640.9515198746558,444.98688924668534,549.0218624727495,459.1094341186422,221.66963841840777,1109.2308281393762,481.62920232252424,711.5545100613895,2339.15335212421,1023.1636367099379,1359.2384045845065,1112.9566686712647,1725.5757647343708,1623.7911442611698,1395.1616224245988,1655.7839372744936,351.50936408375696,765.8691232848377,736.2377026553145,737.498565812416,868.9031088941854,952.99251467865,883.0423733008869,826.4206284600298,1085.2372390925195,984.7681979903826,801.5437384645027,1559.292172809656,324.23393350889125,775.7014954286263,500.0940532611953,1019.3829937551116,474.3369946492564,397.59433299796046,756.167188133841
4,8896.93283724137,7342.9219205291165,1170.968961591546,372.3997232047538,483.6507955178008,578.5108062451584,213.1298102413038,354.15092731908646,2011.8654615285823,499.8760931998303,464.4176770188514,1221.6744921105103,295.4833268089387,383.5490482463402,603.7995876572435,569.5342793136589,596.3983567040447,2255.438928001055,2784.0053744877487,427.7572936664567,956.1636519702905,684.577112154704,757.2295034202058,174.30068973548134,612.7371094162463,659.4292504600782,157.41778948576743,373.06565140190025,325.4663082225264,144.5767770278777,0.0,1410.0145482430562,137.1516179479425,73.17570478503606,459.7584592021232,247.37604417608267,456.271831657349,157.23162578510116,783.0729054338949,237.58485707763617,482.4560985491673,1001.5905295834453,242.07395384469615,639.355224323108,210.8789346150585,487.806853926024,451.62198136673265,226.33795536016416,1147.2229768026423,461.875716728685,758.7061828426737,2321.5402089985405,1015.1940781674348,1336.1973623540189,1101.3716180611548,1744.6781000627795,1625.4457582303744,1419.2378543790624,1638.7360326120745,280.54904369156264,1217.7892546591966,757.1964365055844,453.28012000820473,1221.0455507833417,822.9604955294699,678.6249571270988,840.825469617465,1106.6280011703284,985.6193238275927,781.1847485087486,1609.098209348742,302.0299908935682,774.9759580439853,479.85872947651376,1009.2023818124711,469.2322949209628,380.7475216512001,742.5009808997975
5,8772.67354623357,7696.8687078030025,1308.9960844541497,471.39196267608656,478.6866515120731,485.39968671854723,236.32321318689984,698.3629033378157,1761.8012008495477,479.4220358030566,317.7260449019683,1223.642510719836,531.4761423581323,375.18466892238246,604.6383462501917,544.7978553135766,281.9656603672107,1514.5512922121677,2645.1069663567796,658.1100642109905,958.8598822044457,672.5965725226778,776.417863163455,154.5393422353738,607.473303939902,678.9085151899012,156.96317547133373,381.4041346056489,306.1581231357279,139.16291656662386,73.13449679183636,1847.073802605701,288.476237581452,136.9472764366706,443.3344633864569,251.5812433773675,441.0414274003362,161.05422224362263,817.582272220913,228.32550235397662,209.02646884683472,998.7124759339246,223.7278977427792,639.0431529262988,583.6111176084361,525.029495021141,457.34886572985204,224.9606543670829,1151.0828184768718,482.08523735807955,786.8051366851232,2297.9798768964947,1034.502426317502,1342.7437981278413,1102.0586945966165,1702.974601368418,1633.8754777689844,1397.9139320267811,1608.7102695910723,265.8214076566467,1131.6724813142703,742.182759751214,660.8430191690733,791.724425121702,1156.2222066501986,686.8060765015113,849.2644630401367,1108.5736331088838,936.4617975123364,767.6941102601663,1579.39519647303,308.3768131067329,762.6351640916823,478.4775777513981,994.6866576707654,484.62412824677915,385.47559592985783,764.0032793229595
6,8425.030685518408,6957.0275453081695,1232.5006310129995,384.5314583543308,476.69082403394714,401.5425265188004,223.59385854684774,999.2613382403459,2125.14536024215,483.6238157395518,472.5091540633873,1218.8721843076823,435.7974821840291,377.7312453744064,617.6600799451669,550.8525540732247,528.7117444510326,1818.3137848152276,2680.049553526858,426.13968594686355,957.8200544255692,688.6834745843094,792.8909857693042,154.30971708352882,618.7808101807403,671.685303021452,163.11305716676503,380.73465877914583,323.4853907887117,0.0,69.14276639305157,1589.123114216297,68.625842594475,134.06946786068517,479.34618061517506,251.5014984444757,454.3400670969024,160.44921285881327,800.9082301680746,238.41138378111413,493.19614136103837,1004.3773180290414,226.58564777723262,636.244086186485,427.5477856359531,518.5080953420133,452.9623165118086,233.1861876579381,1185.8833017141662,475.3387150899117,758.9572396550611,2372.3435264027294,1012.7733190818196,1359.0082193234527,1099.7828477490546,1717.8498116590504,1579.1316933654093,1409.5249909360452,1572.6735792014997,417.0669925274016,1215.5276479587476,743.8422642665321,837.9457663960848,940.8683307210478,829.0804682378866,1116.9011536431585,833.4730711801496,1106.628678975293,949.7297783764621,787.8061391129331,1526.0926619091383,321.0151028407611,769.1289966883678,489.0093660213717,1011.6060205862889,479.2524453466241,392.1446682134089,746.2536189499915
7,9415.762880010185,6919.2840915644465,1341.1991126573275,468.7989594080624,450.08851076530226,499.7252903237622,278.2654389702156,349.7530124924673,1786.2397898348192,487.42257371002955,461.9621993627241,1239.3037970185583,447.40818253479085,388.89936975831716,604.0389157685083,548.6310505428347,517.8017785582317,2204.487958295259,2724.1644206494443,658.4727342584204,968.0418921242987,608.3234027830083,787.6150883540224,156.63420929671187,623.1509846242878,652.5853241726763,165.55758111785798,388.72992130718785,318.0141207705004,74.83786456142451,0.0,1408.9145213690176,499.49714881449546,409.233568565101,454.0491718850333,242.61009717698425,468.00360596747794,160.36006949847604,802.3744841287635,235.51855845686845,561.5659879253847,915.2926451203815,226.1935630952494,646.3597629168484,356.12846550949746,506.7800765506181,460.9145792932194,237.40253321686458,1146.1829890356025,473.8582315533115,747.966474401293,2321.5860584173934,996.451868454129,1366.0722593609325,1079.6257726303909,1730.0549013735586,1591.3171371751116,1403.9920400616918,1616.7690281172595,470.3038287718307,965.2955170701946,757.3998549483124,592.8016814939506,849.2153833632414,1190.8656703380316,337.57198033179884,867.6754453790761,1108.6277426448992,991.7779947602529,779.9444330873438,1567.1054122062594,312.0519734804499,784.2138392409031,468.7934775136704,1021.1064458603108,463.54959182473056,402.8324487342197,763.3238743739264
8,9324.187956297956,7521.642736331728,1273.2159714667055,519.8663931863515,473.3559678948755,399.4595121347528,220.17195700030908,502.36664650318716,1729.0713426684265,493.4058801375945,469.4297750393593,1235.8013577758861,231.3126695166915,393.3302698981629,504.33058198660126,559.5483056453631,368.66560402521384,1588.9047177070784,2712.2640652128994,745.2657375050264,970.0277481831504,594.0251321624222,780.3473967899583,158.7627177348901,620.7023237902233,644.6620897701223,166.95559673401647,397.8846018027405,311.48981835875406,136.24311856581585,0.0,2040.3313909898366,349.86756482260085,0.0,445.7351322467516,244.02981035267044,450.1224952455426,160.95293776434022,793.3197958637642,238.43443534112214,142.54423293474878,1022.3122420971314,224.94678401138606,644.1048703641999,278.40530059457467,515.5315415766573,446.609272150764,235.22603853611582,1135.461445284194,472.2617730302819,752.3963877542293,2298.349728744385,993.3858948329857,1357.544738181401,1067.4511588394103,1728.9004849041148,1652.03488547917,1415.7055661317258,1633.1605923967104,410.0721102766248,1216.3335578826334,770.7783009951658,666.303698664895,665.316395136801,1037.0591862164965,606.8328517197142,853.7549667027184,1097.4748062054557,950.9646682912777,788.7119947618626,1565.7537898338035,317.11033191904323,775.601907795986,485.8370815658785,987.1245680494212,471.3325668179517,388.9760802208505,765.2886547593077
9,8640.111088900103,7244.630637720615,1155.3328886113018,669.2324064873303,487.4722208596652,483.0349214699338,227.3740315671767,432.2975085169817,1891.4827972104463,476.06174194137947,469.4147144339823,1223.220222390197,502.6897371352188,381.8781022094638,595.0312818299864,563.8882924388603,578.052365196567,1691.782237738579,2711.9053028240846,521.394998722547,969.2019821171044,666.9565629120425,775.0239263635553,166.0666242912293,595.9255230005488,660.3180826900776,160.13494795584438,394.49436981618294,318.06508507157616,66.95460877452426,0.0,1714.8961591580448,420.71271326857175,283.1415711711092,452.8121668135596,253.83232737617618,431.6638639960944,166.37033270405493,509.9541410126154,245.25180389718363,535.8771703713562,993.7905272865271,235.83619809139068,626.9505696535058,489.27365119927276,521.2969654569622,420.63709146962947,225.3863063045622,1152.4580958220351,481.80398902841785,774.4489657134002,2331.7057512373467,1002.8074604625378,1307.381219754824,1078.7563543856024,1737.3134738917502,1592.9371715549255,1411.0465417753826,1631.2422924645869,493.2893369839866,1228.0266583601476,752.4987399492633,651.3514754577022,1084.9803778253515,827.8528682643491,760.666231025199,865.992311120043,1096.605497254973,959.5928563343773,812.7889982259819,1626.509193692183,317.23460089372975,764.7584620652776,477.36248479440303,988.1881262918762,462.5562823286946,403.1569022359493,723.9605415354691
