,法学部,経済学部,A群（思想文化）,B群（歴史文化_日本史学）,C群（歴史文化_東洋史学）,D群（歴史文化_西洋史学）,E群（歴史文化_考古学）,F群（歴史文化_美術史学）,G群（言語文化）,H群（心理学）,I群（社会心理学）,J群（社会学）,基礎教育学,比較教育社会学,教育実践・政策学,教育心理学,身体教育学,薬学部,医学,健康総合科学,超域文化科学,地域文化研究,総合社会科学,数理自然科学,物質基礎科学,統合生命科学,認知行動科学,Ａ 群,Ｂ 群,教養学科国際日本研究コース,学際科学科国際環境学コース,生命化学・工学,応用生物学,森林生物科学,水圏生物科学,動物生命システム科学,生物素材化学,緑地環境学,森林環境資源科学,木質構造科学,生物・環境工学,農業・資源経済学,フィールド科学,国際開発農学,獣医学課程獣医学,社会基盤学Ａ（設計・技術戦略）,社会基盤学Ｂ（政策・計画）社会基盤学Ｃ,社会基盤学Ｃ（国際プロジェクト）,建築学,都市環境工学（環境共生・国際公共衛生・水・環境ﾊﾞｲｵ）,都市計画（都市と地域の分析・計画・ﾃﾞｻﾞｲﾝ）,機械工学A（ﾃﾞｻﾞｲﾝ・ｴﾈﾙｷﾞｰ・ﾀﾞｲﾅﾐｸｽ）,機械工学B,航空宇宙学,精密工学,電子情報工学,電気電子工学,応用物理・物理工学,計数工学・数理/ｼｽﾃﾑ情報,マテリアル工学A,マテリアル工学B,マテリアル工学C (ﾅﾉ・機能ﾏﾃﾘｱﾙ）,応用化学,化学システム工学,化学生命工学,システム創成A,システム創成B,システム創成C,数学,情報科学,物理学,天文学,地球惑星物理学,地球惑星環境学,化学,生物化学,生物情報科学,生物学
469,74.34801810446761,73.92102419963302,75.50366468934352,76.59698744834229,78.02613566045369,80.29537961081566,80.43352053067882,72.35373899805789,75.67230580496108,80.95296963530926,79.95978833373906,77.75307006113873,76.66388723241488,75.07516496976227,69.80290768239479,75.4199946341687,75.16512782147153,71.68681457782844,74.75908076315714,73.8977100880728,81.6659828013989,72.38545034590676,76.25598774549172,78.91662417767037,76.33996181127847,74.51222245415737,79.41546843657446,76.41304902765981,82.34731067938792,72.56619258638592,75.26921157660729,71.38781480464606,74.12113806894686,0.0,75.8187208953827,80.60648612069501,74.57664783374419,79.16280697233367,68.95751469929786,79.75704615242654,69.98612903298648,77.24344895461306,76.77690556377841,78.86300361693318,68.62202815455345,71.34335040036426,75.03657797706819,76.3628833046589,74.81961820848043,79.03540799785343,76.45901358258945,75.84116007108427,78.53750741167543,76.65167047918072,78.85356459383797,70.48967351243495,76.29264160751802,81.83450685950113,76.83800136209621,68.48336057552939,71.55244675882477,76.97509831019222,74.17989560613901,73.94794227884957,73.41389397227978,69.17144820071353,76.86634046269401,77.90893642557894,78.50765908768673,80.51832427649727,71.78239942121529,77.82912516196765,77.44374178524272,80.06730042167065,74.2194225026026,79.26874313709881,81.96575502193346,77.30285462370657
470,73.88208468731233,72.97926720935398,76.97067154617059,76.6242023008857,79.25452890489272,77.20833191389296,70.01906621851606,71.94693911581246,74.04347605203372,81.53433156636484,77.79828328817088,77.56201121409417,76.31960858145773,77.44162430771328,74.19880094568951,78.30445826624016,71.45780731089417,70.69747842223185,74.90304184722321,71.29984767801918,82.11853644710601,73.23897368153898,75.9105307245074,80.64690946786268,78.37471947227282,73.83194453135417,84.19466618974565,78.15337609339636,81.45131592522239,72.03394916079026,75.04405436523986,70.68823537721993,69.8585302820037,66.50264694016667,74.65627207306265,82.00587900774183,76.5299976524099,79.59856233989089,69.03332403254659,79.18350106184644,67.72320781208424,77.89062793688525,75.08350206478612,78.81500461609707,73.84511527853685,73.75614217482357,78.25404731247944,80.24959029301421,78.27521662080078,80.73063914484996,73.09082837715744,75.18325110756855,78.71782606015012,74.79889973387085,78.05943906493557,74.13079770450547,75.19109795059533,82.32262314078345,77.90965770873734,67.20602443043923,70.93874770684533,75.68218058710809,75.94032470668776,72.86723225811649,74.91957138351407,69.613849854526,74.6509320046222,80.02453848189398,76.50302974612393,79.04988625919505,75.23091437696333,82.99557937607457,76.32553678374147,81.51802450190787,76.51081266627517,77.16064908963845,77.07543407864937,77.08091340865467
471,74.75976201956104,73.30174032152492,75.15835626713923,77.4713862572135,78.53590425152484,77.70363589265499,72.97897160167518,71.60386220335845,75.50796320391032,82.58593446576992,77.01331483411168,75.35854755088677,73.86841079240943,77.28137325200414,74.77124589469446,77.90510167919851,69.73955409056973,71.67027447076356,74.55351513661257,73.04209959699743,80.59035488123239,74.632686419823,76.66931137936088,82.46440290272233,78.41224053789747,74.50392065605276,81.54809838051594,76.33916749476137,78.03792306256565,69.55311454056664,69.56126785305933,71.37033906311049,72.58346532188976,70.90733737762785,75.296044235693,82.18680461710453,74.72914345200374,78.37525295408686,71.07424206122683,80.70707587031184,71.52652539584236,78.50675764539612,74.58084994455389,79.09998395190765,72.45013428139261,75.99958448010855,76.24912770663384,73.47681021911656,76.60875708760756,79.2659908661514,74.5603366652899,73.97228145597731,76.91455561668812,73.30593896286429,79.44944702962218,72.26599458245806,77.84160133895419,81.66055994512772,76.06740648568211,67.7648517978814,68.49786988556137,74.19101020739909,77.21261882472304,71.59341474915472,75.29361279488465,69.06244025001693,78.0108857314588,77.31267040007796,75.90498216117443,79.16462722722736,73.7835582079529,79.73953876654576,78.61674206385516,79.14190051173811,79.18050614134049,76.52152620700168,78.80223649910434,72.50189965480055
472,73.5628384189554,74.05342345714142,77.0850757155118,75.99412747850519,73.12280795998657,78.14352113948344,74.25455106427555,73.09844745318846,73.90953820110865,81.51902581378982,76.12983516471206,76.28657919829296,72.8333883376721,78.81109444878479,75.35891276908372,76.42099410000631,76.00351819624127,70.73306578391669,75.48601590084075,73.37202997612485,80.4662318977165,75.3795901710162,78.49510737454708,79.71313798681851,76.6707143325646,74.25131380618575,81.09651035639011,80.50346088862914,80.35484183508683,67.2164908481613,0.0,72.01631693092783,74.3385019321302,0.0,73.45048020400863,84.61754385191777,74.51653542527653,76.07200695947274,71.58382719164582,79.07817581327895,70.04643838897407,77.26756608107686,83.6129783710618,79.63311832250368,71.88157393902964,76.46676526539615,74.07911980398701,77.99682041141683,79.62568090259151,81.6973016277672,75.56209491050843,76.16780408668976,78.5219451313429,72.46689785326299,78.03991002839491,74.35193453655019,77.06699001948209,82.32264809473237,76.86977272220714,68.62501864212703,71.57477067668007,76.27297886961391,74.45057510761548,69.37062398103886,74.44597751875007,66.67195115945475,76.65574187426479,79.00528900689088,73.71887098814899,78.11489744915524,73.96484484786977,78.78642608950997,76.96930333993667,80.90317311596364,74.85738133929895,78.11985694376777,80.1643087440216,74.73070654837726
473,73.50514933789995,72.88380623457451,76.30611732196131,74.08484983653979,80.6384381618593,81.47224143377039,73.2055894422384,73.92832285285913,75.79313348082373,81.40137826725017,79.22965942359663,78.94700689656736,71.20628747759554,77.07577411232671,76.97138941507453,77.23235050628666,76.48124477932157,72.2308989093138,75.38507723498142,71.2971695331015,82.03858958042984,74.58378601467614,75.64520710548254,79.63390032449514,76.93342844122708,74.10419183300002,78.24575933350712,76.1295865744225,81.02864006399695,68.45445795021939,75.94019423886948,69.81715153723542,74.01453155451713,70.91661375339478,76.80132759925237,85.66186032596949,77.15945488715313,82.30434704284323,70.3788329123654,76.42590058844563,68.70431081690205,76.46206856547758,76.58170559389862,77.09244041940806,72.45392281035895,79.06877709951485,71.04616728708571,76.79645223387722,79.88489941605197,79.95117723714415,74.49729168984126,75.5629359028403,76.47752300731334,76.72715917260467,75.32526133923024,70.87561975973905,76.87791385943082,82.65703049157547,76.05904004685176,68.35598928501764,70.97184684745147,73.06229271913018,71.00229611301184,71.79345784251284,72.83706173211205,66.88523466543107,79.0355050408241,79.91236904500309,73.39272648246627,79.27341625253999,74.8362761575359,81.62191534781468,77.57311128444721,78.9642852223953,77.87767295579422,77.30198830192407,76.66576428310847,77.63447736477056
474,73.84640152529266,73.70786662552203,74.99712769673141,83.2710819570105,77.41157835412982,81.42040647494143,72.85755684774391,75.92333091639145,72.8514931473693,79.27430678639656,78.69830618599316,75.91129213937647,74.21456047458638,76.24028959841561,77.43177667629013,78.28855296872466,71.46725343778886,71.79295862490535,76.69023721172844,72.63382675192635,78.75410834015405,72.7693741591126,79.517426232084,79.39381558719981,76.707642498256,76.62016114898134,84.96502893296878,76.99790156254076,77.77223424648105,0.0,0.0,72.04755173416609,68.3570278110787,64.58706859199418,74.11153038705562,83.42086465985618,69.87922844653731,75.95504011271763,72.9146204086308,78.324230617716,81.1712072992302,78.30663867020733,74.38267443544707,78.4946889697154,73.2109654254207,78.0673212916835,72.15965850400598,73.31161032658831,75.91742239797868,78.23827780322124,73.81196056559914,75.71941687612596,78.48007354438292,73.98147188802302,78.48331757547854,72.29918797909819,75.37359691483253,83.41683960822542,75.04755861371089,68.00931683101163,71.0277373500094,75.82591436004259,73.81651572820488,72.31547193327779,72.8960646119705,68.73393235390853,76.19082358216568,79.47339181193914,76.85064686126711,78.61135336100108,73.74140183914434,80.4511262974153,74.87702074243266,78.87455871595606,75.292049783544,76.75743064012521,78.10542792254016,75.32076574081177
475,74.142289648063,74.50915223475272,76.8928972954936,78.41847904818634,79.08999640444664,79.30587645650796,74.9645855472878,73.43304300512064,76.76056117653664,80.2479377216471,79.84934544821041,74.09402276883937,75.15883379343572,74.70804731342311,75.91692359261818,80.37205988263307,74.63482576917949,71.46825202440627,75.76689223024997,69.62059779630168,83.08566692037869,75.37353109127828,77.55436505650414,80.29899170127494,76.58198236005069,73.68925742082746,79.1517434407059,79.79183746767505,79.49466748082759,70.59173476338754,69.38021695197818,70.40547295883731,71.79426601524816,67.53832015413307,75.97361318795662,84.07133788013594,73.64109815802101,74.92530565754939,72.84013042418609,84.07924688595982,68.04408833045466,78.65316831428416,74.66296617340329,81.08038679930138,71.67237017645593,75.86087144893656,72.34609419692471,71.0691520617423,74.52559766189648,79.03552961938043,74.94715934164974,76.75233517324943,78.34837764480704,75.02629967797132,76.78623199543865,70.5504770521378,75.15482984918712,81.72688599624114,75.4743670456391,65.60792487954521,72.08061439888213,75.21391182758116,74.44117225523988,72.11628575672047,74.99785604280663,67.54309820472082,77.79710553780427,77.38458873918795,75.23037750900816,81.54764879404601,74.46822856250331,78.76460824231984,76.15598409800464,77.2330508656591,76.51526214055792,77.36069258750899,76.5869923636574,73.56827865072748
476,73.4914797351032,72.73386266888238,75.57037780668517,75.640933547653,77.80974513443383,78.36982267906663,70.75158140358805,72.01955473508654,76.11287000544391,79.35027404332855,77.42705671080186,75.72887406342838,75.05726678960505,76.76672457290272,73.36180244638587,79.10999326999084,72.26815327284086,72.67725414155912,76.60706573872224,73.07455962466274,79.85674331987987,74.79464330969955,75.96392034652506,80.68655638660758,74.30834189130823,72.53372800071435,80.31427168959853,81.88552047093518,81.4361022023653,74.79784051240063,74.41936777301791,71.14096627867573,70.73587736300398,67.77682898672492,74.20913363210721,84.05199605886048,75.88879397312985,79.75360942685985,72.77724135188629,81.12531794234083,70.81316600030691,77.4113159146198,74.95137238098785,80.53898105397474,74.67863776013552,73.10645036501917,76.70563885104504,73.7072424351675,76.82637854485867,78.784342879963,76.395834701623,75.75981957195472,76.91519134813367,74.58760717633356,78.40844378846441,73.49437431197269,75.3055924461756,83.99446706235207,76.18437939370835,69.20397379183517,71.75889433297303,74.62967225093662,73.15323430751174,74.9169011900911,74.03598609167128,70.06670801821501,77.60707900573783,78.33761469120518,78.83540110564081,80.13913822461384,76.2084184230053,79.01960656626977,78.39803158438824,79.65598588643452,78.81257194832872,77.58770869624549,80.07709857937074,73.79007325691998
477,73.76250820897891,73.14205683382289,77.97320003999269,75.4602955903672,75.73746518977116,77.69234933267597,68.1546356360477,70.35835457232206,74.88062053529636,80.62609091273372,76.65115465219314,76.64668529794929,71.81523822729771,77.17319170414193,74.24681847806455,79.28671619245064,79.3306516178996,71.77500252536832,75.72554479089119,71.83892637935135,80.63753330504382,73.71167050996593,76.48666818373694,78.53973674722576,75.55121971198975,75.35580935943266,83.60782314472024,76.17075802022403,78.84749344937403,76.75328069852101,74.63246002202123,71.01514183258762,69.45690623192283,70.87568300350539,76.05441089353042,82.59017077997215,76.41669336349912,82.18420933119302,73.78257222839994,82.63843168778543,73.12987746263796,79.95003249256845,78.46738650048968,78.11139551110662,65.84048740802339,76.3157237302886,77.56834007195211,78.40403865769171,75.59030573711466,81.17859815388154,74.1471713326679,75.95790183623531,78.64587273283009,72.30944421053968,79.41501693553893,72.93696371935236,76.13080181913014,82.40045138381916,75.43058720162026,71.09293277046199,70.08691056478884,75.43662000101799,72.08323968423116,71.21812470146011,77.32557187931698,67.52339277063174,74.36123547425687,79.12485331617881,76.067598058752,79.69710681670963,76.26847334012055,79.53930089015516,76.37475925647874,79.12892073406698,76.27123744531481,79.48103817427223,79.1452767001596,76.20588503354995
478,73.3469801077305,73.62859187213698,75.51237301583335,76.22480509432116,79.3545494895389,81.10872546406151,72.71224769955494,73.72735946859419,76.34097709532136,82.73606773615127,79.34655194434195,77.3676176243793,71.86747948161914,79.91197251945783,75.09104740889876,79.38358923907084,75.19253167796086,72.3604529269826,75.71606163514068,72.17869528327654,79.00748565085412,75.10344014254757,78.63661767848886,79.18254423443346,78.29842746264498,76.27510458832722,80.16891803892662,78.602563859689,81.42494605581868,71.50203587605702,81.73690881183846,71.41910776405344,72.13303293209495,72.97025916849728,73.85629623298452,83.56502351479047,75.62133193372269,81.1245253205866,70.70218232645907,80.53579804854392,72.32077785788586,75.46042719940662,76.56123093048126,77.59081990171084,71.67222103650472,73.21238836693591,75.64040686401351,77.01168405991545,76.34492692561724,77.29262938633431,77.44194389168108,76.28069201627093,76.96682772634362,72.75611660466113,76.17508240397669,72.34129295879826,77.46635103206059,83.07824901275436,75.58995310465527,69.44806498571543,70.59023780227363,77.09619936045769,70.87456882796624,71.46556666389031,75.61927187936544,67.01438779714127,76.92298080344368,78.81231996880364,75.46386796488257,79.43719326242724,74.46479012148602,74.87535160402201,78.27256969815339,76.33951715493815,78.23367576156555,79.70296848630105,78.23568548980731,76.78146317593517
